#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	likelihood	(E9.6)	Highest detection log likelihood across all stacked observations and energy bands	(master_source.likelihood)	[""]	[]
#Column	pileup_flag	(A5)	ACIS pile-up fraction exceeds ~ 10% in all observations; source properties may be affected	(master_source.pileup_flag)	[""]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	powlaw_nh	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum	(master_source.powlaw_nh)	["10^20/cm^2"]	[]
#Column	powlaw_nh_lolim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% lower confidence limit)	(master_source.powlaw_nh_lolim)	["10^20/cm^2"]	[]
#Column	powlaw_nh_hilim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% upper confidence limit)	(master_source.powlaw_nh_hilim)	["10^20/cm^2"]	[]
#Column	nh_gal	(G9.4)	Galactic N_H column density in direction of source	(master_source.nh_gal)	["10^20/cm^2"]	[]
name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	likelihood	pileup_flag	significance	powlaw_nh	powlaw_nh_lolim	powlaw_nh_hilim	nh_gal
 2CXO J075052.0+123104	 07 50 52.05	+12 31 04.72	208.16059	 18.76052	   0.29	     0.29	    179.4	1.312082e+04	FALSE	    44.15	    4.622	    1.925	    11.23	    3.600
 2CXO J150017.5+121036	 15 00 17.58	+12 10 36.69	 12.95843	 56.32820	   0.30	     0.30	    156.2	1.466011e+03	FALSE	    14.31	    25.54	    7.701	    59.69	    2.380
 2CXO J053238.9+073243	 05 32 38.99	+07 32 43.38	196.84161	-13.73869	   0.29	     0.29	    173.2	3.676755e+03	FALSE	    23.95	    17.90	    4.242	    40.33	    19.55
 2CXO J111438.8+324133	 11 14 38.89	+32 41 33.34	192.18328	 68.35387	   0.29	     0.29	    122.0	1.224847e+04	FALSE	    43.26	    77.91	    5.074	    161.3	    2.200
 2CXO J130650.2-460956	 13 06 50.27	-46 09 56.50	305.71361	 16.62286	   0.45	     0.37	    135.3	8.771746e+03	FALSE	    39.06	    27.75	    4.206	    60.08	    8.970
 2CXO J130635.6-460201	 13 06 35.66	-46 02 01.95	305.67816	 16.75704	   0.29	     0.29	     63.3	6.666316e+03	FALSE	    30.64	    70.61	    6.167	    147.8	    8.580
 2CXO J125459.9-713818	 12 54 59.93	-71 38 18.29	303.21565	 -8.76863	   0.30	     0.29	      2.9	1.572835e+03	FALSE	    14.15	    23.90	    7.188	    55.77	    21.19
 2CXO J221748.2+022010	 22 17 48.24	+02 20 10.76	 65.28943	-42.70531	   0.29	     0.29	     75.3	3.424718e+03	FALSE	    20.69	    6.966	    3.877	    18.03	    4.610
 2CXO J053508.2+095603	 05 35 08.28	+09 56 03.19	195.05184	-11.99502	   0.29	     0.29	     81.7	1.749569e+04	FALSE	    48.66	    20.32	    3.315	    44.18	    22.29
 2CXO J083052.0+241059	 08 30 52.08	+24 10 59.64	200.02158	 31.87598	   0.29	     0.29	    173.4	3.074311e+04	FALSE	    76.14	    3.146	    1.144	    7.452	    3.620
 2CXO J050749.4+302404	 05 07 49.45	+30 24 04.42	174.20412	 -6.00333	   0.29	     0.29	      0.0	1.971186e+04	FALSE	    51.15	    20.42	    1.774	    42.68	    36.07
 2CXO J010838.7+013500	 01 08 38.78	+01 35 00.22	131.82709	-60.99080	   0.29	     0.29	    177.9	5.754996e+04	FALSE	    90.53	    4.977	    1.339	    11.32	    2.800
 2CXO J010838.7+013457	 01 08 38.76	+01 34 57.44	131.82713	-60.99158	   0.29	     0.29	      0.0	2.306965e+03	FALSE	    20.99	    3.307	    3.102	    9.842	    2.800
 2CXO J205448.6-582715	 20 54 48.62	-58 27 15.01	338.15766	-38.85266	   0.30	     0.30	     83.1	1.632027e+03	FALSE	    15.92	    86.59	    19.52	    185.2	    6.060
 2CXO J104838.2-411400	 10 48 38.28	-41 14 00.19	279.39534	 15.95882	   0.29	     0.29	     81.1	4.532835e+03	FALSE	    26.37	    5.420	    2.982	    13.95	    8.290
 2CXO J183519.6+611940	 18 35 19.65	+61 19 40.06	 90.91677	 25.47155	   0.29	     0.29	     40.1	1.243283e+04	FALSE	    45.01	    11.00	    2.156	    24.23	    4.870
 2CXO J023145.8+132254	 02 31 45.90	+13 22 54.71	157.09150	-42.73804	   0.29	     0.29	     83.8	3.634507e+03	FALSE	    22.31	    13.00	    3.670	    29.92	    9.160
 2CXO J133739.8-125726	 13 37 39.90	-12 57 26.61	320.02445	 48.37422	   0.31	     0.31	      0.0	3.147509e+02	FALSE	    10.54	    10.78	    8.190	    30.86	    4.570
 2CXO J133739.7-125724	 13 37 39.79	-12 57 24.77	320.02402	 48.37483	   0.29	     0.29	      6.0	1.781982e+04	FALSE	    54.57	    6.826	    1.624	    15.31	    4.570
 2CXO J085841.4+140944	 08 58 41.46	+14 09 44.95	213.99652	 34.50418	   0.29	     0.29	     90.6	1.927621e+04	FALSE	    56.43	    13.80	    1.479	    29.12	    3.630
 2CXO J170859.1+215308	 17 08 59.12	+21 53 08.04	 43.01781	 31.80146	   0.29	     0.29	     99.2	1.290729e+04	FALSE	    43.33	    13.07	    2.441	    28.71	    5.070
 2CXO J072132.0+274212	 07 21 32.07	+27 42 12.69	190.58161	 18.37074	   0.30	     0.30	    129.3	9.973520e+02	FALSE	    12.09	    20.89	    8.270	    51.14	    6.550
 2CXO J225639.1+261843	 22 56 39.17	+26 18 43.78	 93.18064	-29.84619	   0.29	     0.29	    179.1	1.029001e+04	FALSE	    40.34	    6.288	    2.032	    14.67	    5.200
 2CXO J124052.8-364521	 12 40 52.86	-36 45 21.14	300.57810	 26.06762	   0.30	     0.30	      0.0	9.257663e+02	FALSE	    13.56	    13.44	    6.534	    34.50	    4.890
 2CXO J222933.6+305758	 22 29 33.69	+30 57 58.80	 90.27681	-22.76187	   0.29	     0.29	      0.0	1.702165e+03	FALSE	    15.03	    62.77	    12.92	    141.9	    6.800
 2CXO J045423.6+170953	 04 54 23.66	+17 09 53.73	183.22353	-16.32391	   0.29	     0.29	     73.8	3.273721e+03	FALSE	    21.39	    87.53	    13.07	    189.3	    20.65
 2CXO J141700.3+132103	 14 17 00.31	+13 21 03.82	  2.60745	 65.72365	   2.94	     2.18	     66.4	5.719989e+02	FALSE	    16.04	    9.316	    7.857	    27.45	    1.520
 2CXO J141558.8+132023	 14 15 58.82	+13 20 23.87	  2.21136	 65.91325	   0.29	     0.29	     90.7	3.165829e+03	FALSE	    22.21	    214.8	    33.12	    466.8	    1.530
 2CXO J105116.2+275830	 10 51 16.21	+27 58 30.34	204.07714	 63.41860	   0.29	     0.29	     69.7	2.737071e+03	FALSE	    21.41	    28.32	    4.518	    61.52	    2.200
 2CXO J211452.5+060742	 21 14 52.57	+06 07 42.32	 57.04017	-28.01458	   0.29	     0.29	      6.1	4.339652e+03	FALSE	    24.56	    3.948	    3.948	    12.20	    6.610
 2CXO J211426.0+055723	 21 14 26.00	+05 57 23.93	 56.80928	-28.02347	   1.98	     0.95	     84.5	2.880430e+02	FALSE	    11.44	    23.92	    8.475	    57.68	    6.620
 2CXO J060759.9-083450	 06 07 59.94	-08 34 50.43	215.75223	-13.52296	   0.33	     0.30	    102.6	8.885783e+02	FALSE	    22.40	    25.62	    7.194	    59.21	    20.42
 2CXO J060743.1-083602	 06 07 43.18	-08 36 02.72	215.73969	-13.59385	   0.37	     0.37	      0.0	5.957878e+02	FALSE	    16.81	    27.60	    8.907	    65.27	    20.29
 2CXO J060759.6-083450	 06 07 59.70	-08 34 50.07	215.75169	-13.52383	   0.29	     0.29	      0.0	7.375500e+04	FALSE	   114.70	    29.11	    1.476	    59.72	    20.42
 2CXO J021046.1-510101	 02 10 46.19	-51 01 01.98	276.10175	-61.77813	   0.29	     0.29	      0.0	7.086886e+04	FALSE	   109.37	    3.205	   0.7770	    7.186	    2.940
 2CXO J103722.5-583655	 10 37 22.60	-58 36 55.90	286.22034	 -0.16291	   0.47	     0.33	    179.0	5.337477e+02	FALSE	    11.48	    28.37	    12.70	    71.35	    138.8
 2CXO J103752.9-584407	 10 37 53.00	-58 44 07.50	286.33654	 -0.23507	   0.34	     0.33	     78.8	6.935442e+02	FALSE	    10.63	    52.43	    15.60	    124.0	    137.9
 2CXO J103716.3-583617	 10 37 16.30	-58 36 17.56	286.20320	 -0.16035	   0.50	     0.39	    178.7	6.864661e+02	FALSE	    12.49	    47.26	    14.39	    111.9	    139.0
 2CXO J103633.6-585617	 10 36 33.69	-58 56 17.10	286.28736	 -0.49564	   4.85	     2.95	    114.1	2.097124e+02	FALSE	     9.49	    96.16	    26.53	    212.7	    139.7
 2CXO J103706.3-583633	 10 37 06.37	-58 36 33.87	286.18667	 -0.17490	   0.81	     0.58	      2.3	7.345796e+02	FALSE	    14.24	    25.02	    10.29	    61.86	    139.3
 2CXO J103640.3-585449	 10 36 40.34	-58 54 49.28	286.28775	 -0.46736	   6.56	     3.71	    105.9	1.072270e+02	FALSE	     7.97	    72.72	    29.12	    177.2	    139.5
 2CXO J103813.5-584508	 10 38 13.57	-58 45 08.52	286.38363	 -0.22809	   0.43	     0.39	     58.7	1.809412e+03	FALSE	    18.76	    101.5	    19.45	    225.7	    137.3
 2CXO J103816.2-584236	 10 38 16.29	-58 42 36.02	286.36806	 -0.18826	   0.38	     0.35	     44.7	7.899513e+02	FALSE	    11.97	    36.32	    12.58	    88.74	    137.2
 2CXO J103706.9-583710	 10 37 06.94	-58 37 10.73	286.19279	 -0.18321	   0.49	     0.43	    110.3	5.518519e+02	FALSE	    11.16	    39.01	    14.10	    94.74	    139.2
 2CXO J103807.7-584313	 10 38 07.77	-58 43 13.26	286.35702	 -0.20630	   0.40	     0.35	     72.0	8.394892e+02	FALSE	    11.40	    33.03	    15.36	    87.85	    137.5
 2CXO J103701.6-583512	 10 37 01.68	-58 35 12.18	286.16663	 -0.16017	   0.56	     0.54	     71.3	5.677968e+02	FALSE	    13.10	    42.59	    15.96	    104.0	    139.5
 2CXO J103652.6-583628	 10 36 52.70	-58 36 28.18	286.16007	 -0.18815	   0.56	     0.49	    161.5	5.077440e+02	FALSE	     8.57	    16.93	    10.15	    45.20	    139.6
 2CXO J055646.2-331026	 05 56 46.28	-33 10 26.40	238.93932	-25.18319	   0.29	     0.29	     90.0	8.018045e+04	FALSE	    70.33	    54.79	    6.869	    117.2	    2.750
 2CXO J013647.6+412415	 01 36 47.68	+41 24 15.96	132.00056	-20.66726	   0.29	     0.29	     92.7	1.028673e+04	FALSE	    37.08	    35.65	    6.403	    78.05	    7.310
 2CXO J192301.7+135952	 19 23 01.78	+13 59 52.49	 48.95838	 -0.47924	   1.16	     0.74	     54.3	5.897573e+02	FALSE	    11.34	    15.81	    10.93	    44.38	    147.1
 2CXO J192234.9+140341	 19 22 34.92	+14 03 41.48	 48.96323	 -0.35349	   0.31	     0.30	     85.6	9.744684e+02	FALSE	    12.60	    358.6	    62.77	    790.5	    152.5
 2CXO J192301.6+141639	 19 23 01.65	+14 16 39.86	 49.20483	 -0.34669	   0.70	     0.53	     97.8	2.535995e+02	FALSE	    17.10	    821.0	    153.9	     1827	    152.6
 2CXO J192333.7+142953	 19 23 33.75	+14 29 53.75	 49.46041	 -0.35673	   0.29	     0.29	    121.4	5.446860e+03	FALSE	    29.53	    536.2	    60.52	     1141	    152.2
 2CXO J192336.7+143832	 19 23 36.79	+14 38 32.44	 49.59318	 -0.29944	   0.56	     0.52	      7.4	4.330026e+02	FALSE	    11.69	    37.31	    12.35	    89.24	    154.4
 2CXO J192350.1+143302	 19 23 50.16	+14 33 02.72	 49.53795	 -0.39023	   0.29	     0.29	     17.8	8.005630e+03	FALSE	    35.90	    246.4	    17.90	    511.9	    151.0
 2CXO J192242.5+142257	 19 22 42.53	+14 22 57.81	 49.26097	 -0.22909	   1.64	     1.10	    113.2	1.675913e+03	FALSE	    23.14	    111.7	    6.631	    225.5	    157.3
 2CXO J192318.3+143826	 19 23 18.39	+14 38 26.68	 49.55672	 -0.23483	   0.74	     0.60	      2.3	4.759295e+02	FALSE	    12.50	    286.1	    129.3	    745.2	    156.8
 2CXO J192318.0+142928	 19 23 18.07	+14 29 28.40	 49.42432	 -0.30431	   0.47	     0.37	    138.4	1.156946e+03	FALSE	    15.85	    425.6	    70.24	    931.6	    154.3
 2CXO J233200.4+001607	 23 32 00.41	+00 16 07.96	 84.82092	-56.60742	   0.29	     0.29	     79.0	2.962970e+03	FALSE	    21.00	    4.870	    4.246	    14.27	    3.970
 2CXO J233118.0+000913	 23 31 18.05	+00 09 13.59	 84.43805	-56.60606	   0.96	     0.74	     35.9	9.663968e+01	FALSE	     5.75	    50.28	    28.19	    140.2	    4.010
 2CXO J233217.2+001638	 23 32 17.28	+00 16 38.98	 84.93631	-56.63878	   0.40	     0.31	    165.0	1.618808e+03	FALSE	    16.93	    174.5	    25.44	    377.4	    3.960
 2CXO J180733.7-245924	 18 07 33.77	-24 59 24.26	  5.86869	 -2.24356	   0.35	     0.30	    170.4	1.476384e+03	FALSE	    15.16	    119.7	    20.25	    263.3	    49.59
 2CXO J175834.5-212321	 17 58 34.57	-21 23 21.74	  7.98620	  1.32653	   0.31	     0.30	     36.6	2.273507e+03	FALSE	    17.80	    924.1	    263.2	     2187	    81.68
 2CXO J171428.6-383601	 17 14 28.63	-38 36 01.55	348.37974	  0.06194	   0.59	     0.39	     58.5	8.068144e+02	FALSE	    11.54	    166.2	    75.95	    424.2	    172.2
 2CXO J175032.5-211804	 17 50 32.51	-21 18 04.58	  7.11753	  2.98606	   0.45	     0.34	    129.8	6.621275e+03	FALSE	    33.36	    91.30	    8.697	    191.9	    39.91
 2CXO J173124.8-343904	 17 31 24.82	-34 39 04.69	353.55753	 -0.50352	   2.09	     0.92	      3.9	3.746252e+02	FALSE	    12.20	    413.7	    132.3	     1001	    130.4
 2CXO J171557.6-402047	 17 15 57.68	-40 20 47.38	347.12739	 -1.18809	   0.48	     0.39	     76.8	1.327610e+03	FALSE	    16.65	    196.3	    46.21	    447.5	    117.8
 2CXO J180349.5-212309	 18 03 49.51	-21 23 09.31	  8.59437	  0.26669	   4.03	     4.03	      0.0	8.119290e+01	FALSE	     8.13	    92.33	    22.95	    214.5	    136.0
 2CXO J180401.2-213153	 18 04 01.21	-21 31 53.56	  8.48984	  0.15562	   0.43	     0.33	     28.8	1.174778e+03	FALSE	    15.13	    131.2	    22.42	    287.9	    142.1
 2CXO J180917.7-242252	 18 09 17.76	-24 22 52.54	  6.59255	 -2.29336	   1.87	     1.06	    110.2	4.575923e+02	FALSE	    12.13	    180.4	    52.48	    425.1	    46.76
 2CXO J143237.9+313849	 14 32 37.98	+31 38 49.20	 50.61962	 67.55214	   0.30	     0.30	      0.0	2.317110e+02	FALSE	    14.77	    65.83	    13.22	    148.3	    1.130
 2CXO J172450.9-373521	 17 24 50.93	-37 35 21.42	350.37761	 -1.03111	   5.06	     3.69	    161.0	1.269999e+02	FALSE	     7.76	    402.2	    260.3	     1231	    131.1
 2CXO J172446.6-374013	 17 24 46.67	-37 40 13.43	350.30260	 -1.06504	   4.06	     2.98	    169.6	1.321938e+02	FALSE	     8.24	    44.39	    15.17	    108.3	    129.4
 2CXO J172337.5-373441	 17 23 37.52	-37 34 41.85	350.25022	 -0.82461	   0.34	     0.31	    143.1	3.761476e+03	FALSE	    23.03	    52.19	    6.580	    111.6	    141.2
 2CXO J175621.2-215722	 17 56 21.29	-21 57 22.27	  7.23696	  1.48953	   0.29	     0.29	      1.2	1.852545e+04	FALSE	    54.79	    36.74	    3.398	    77.17	    69.86
 2CXO J175632.2-215943	 17 56 32.29	-21 59 43.19	  7.22445	  1.43312	   0.38	     0.30	     97.7	9.002038e+02	FALSE	    12.41	    231.4	    56.49	    534.8	    72.05
 2CXO J175634.8-215917	 17 56 34.89	-21 59 17.29	  7.23572	  1.42803	   0.30	     0.29	     91.1	4.151770e+04	FALSE	    76.21	    20.07	    1.510	    41.70	    72.32
 2CXO J123049.9+091650	 12 30 49.91	+09 16 50.43	286.71449	 71.50067	   5.68	     5.68	      0.0	3.070624e+02	FALSE	    12.96	    19.04	    7.133	    46.04	    1.790
 2CXO J164731.4-441933	 16 47 31.44	-44 19 33.66	340.76479	  0.52099	   4.16	     2.41	     75.0	1.594991e+02	FALSE	     7.88	    60.08	    19.55	    146.4	    175.8
 2CXO J164721.5-443156	 16 47 21.57	-44 31 56.99	340.58828	  0.40990	   0.32	     0.30	     11.5	1.782003e+03	FALSE	    16.43	    48.76	    16.18	    117.0	    183.4
 2CXO J164706.7-442439	 16 47 06.71	-44 24 39.68	340.65231	  0.52219	   2.32	     1.49	     49.2	2.011445e+02	FALSE	    10.58	    101.3	    32.86	    242.8	    175.3
 2CXO J164724.8-443227	 16 47 24.89	-44 32 27.62	340.58816	  0.39688	   0.31	     0.30	     27.7	7.830572e+02	FALSE	    11.52	    168.0	    45.53	    392.7	    184.3
 2CXO J164734.9-442611	 16 47 34.90	-44 26 11.83	340.68704	  0.44165	   0.61	     0.42	     47.4	5.874627e+02	FALSE	    13.97	    286.1	    47.81	    626.8	    181.2
 2CXO J181344.7-163757	 18 13 44.79	-16 37 57.84	 13.88819	  0.52099	   0.37	     0.31	     91.1	2.078674e+03	FALSE	    16.59	    19.66	    6.722	    46.80	    140.3
 2CXO J182648.6-143000	 18 26 48.66	-14 30 00.02	 17.25306	 -1.24683	   2.22	     1.22	      0.2	3.420836e+02	FALSE	    11.12	    65.53	    11.84	    145.0	    100.6
 2CXO J105817.5+564635	 10 58 17.52	+56 46 35.71	149.26820	 54.17904	   0.41	     0.37	     60.7	5.807371e+02	FALSE	    11.04	    20.35	    9.658	    51.72	   0.6500
 2CXO J123619.7+162926	 12 36 19.72	+16 29 26.94	283.94993	 78.80175	   0.70	     0.57	     85.9	9.888627e+02	FALSE	    15.48	    64.03	    15.92	    146.8	    2.220
 2CXO J123637.5+163344	 12 36 37.53	+16 33 44.77	284.18960	 78.89142	   0.35	     0.35	      0.0	4.374940e+02	FALSE	    12.71	    85.21	    26.55	    200.0	    2.200
 2CXO J123619.3+163302	 12 36 19.36	+16 33 02.79	283.84919	 78.85847	   0.34	     0.32	     98.6	1.561880e+03	FALSE	    17.85	    80.45	    18.87	    181.8	    2.220
 2CXO J123608.1+163828	 12 36 08.14	+16 38 28.91	283.48362	 78.93096	   0.63	     0.51	    132.4	4.049129e+02	FALSE	    10.44	    12.92	    12.05	    40.25	    2.210
 2CXO J143106.9+362406	 14 31 06.98	+36 24 06.89	 62.87128	 66.96115	   0.78	     0.62	    103.4	7.527657e+02	FALSE	    14.29	    16.76	    9.694	    45.07	    1.010
 2CXO J143045.9+362133	 14 30 45.94	+36 21 33.74	 62.81863	 67.04094	   1.57	     1.08	    151.3	2.037370e+03	FALSE	    21.14	    85.08	    11.66	    183.0	    1.010
 2CXO J180228.7-225947	 18 02 28.75	-22 59 47.38	  7.03922	 -0.25536	   0.31	     0.30	    164.1	1.247524e+03	FALSE	    13.88	    52.74	    9.383	    116.0	    141.2
 2CXO J180118.8-230228	 18 01 18.88	-23 02 28.62	  6.86784	 -0.04459	   3.79	     2.14	    144.5	3.169055e+02	FALSE	    12.25	    26.36	    10.28	    66.18	    152.8
 2CXO J180234.5-225937	 18 02 34.51	-22 59 37.93	  7.05240	 -0.27328	   0.32	     0.32	     66.3	1.564832e+03	FALSE	    14.96	    29.00	    7.129	    65.81	    140.1
 2CXO J180228.6-230303	 18 02 28.66	-23 03 03.56	  6.99165	 -0.28196	   0.40	     0.35	    118.8	2.006807e+03	FALSE	    18.49	    30.15	    5.755	    66.55	    139.6
 2CXO J180234.3-230115	 18 02 34.33	-23 01 15.42	  7.02851	 -0.28606	   0.45	     0.32	     95.2	6.795261e+02	FALSE	    10.76	    28.82	    11.52	    71.22	    139.3
 2CXO J180238.2-225854	 18 02 38.26	-22 58 54.72	  7.06993	 -0.27986	   0.32	     0.30	     83.3	1.630320e+03	FALSE	    14.83	    46.76	    8.624	    103.6	    139.6
 2CXO J180223.6-230327	 18 02 23.60	-23 03 27.78	  6.97623	 -0.26841	   0.57	     0.44	    117.3	4.283717e+02	FALSE	    11.17	    50.00	    14.55	    117.8	    140.2
 2CXO J180231.9-230240	 18 02 31.99	-23 02 40.42	  7.00355	 -0.28990	   0.50	     0.37	    108.7	5.790631e+02	FALSE	    11.14	    42.91	    10.70	    98.53	    139.2
 2CXO J180235.9-230140	 18 02 35.97	-23 01 40.86	  7.02546	 -0.29501	   0.47	     0.36	     99.5	7.254086e+02	FALSE	    11.21	    37.70	    10.49	    87.56	    138.8
 2CXO J180227.1-230333	 18 02 27.16	-23 03 33.36	  6.98161	 -0.28103	   0.50	     0.42	    170.5	7.719550e+02	FALSE	    12.97	    50.15	    10.24	    112.3	    139.5
 2CXO J180211.6-225933	 18 02 11.63	-22 59 33.93	  7.01004	 -0.19640	   0.34	     0.32	    144.2	8.904489e+02	FALSE	    11.87	    50.27	    10.98	    112.9	    145.0
 2CXO J180228.5-230037	 18 02 28.52	-23 00 37.69	  7.02663	 -0.26149	   0.32	     0.31	    108.8	1.447357e+03	FALSE	    15.12	    72.38	    11.29	    157.6	    140.9
 2CXO J180211.9-225543	 18 02 11.94	-22 55 43.64	  7.06627	 -0.16586	   0.31	     0.30	    172.0	1.556499e+03	FALSE	    14.80	    34.37	    7.804	    77.94	    146.7
 2CXO J180251.6-230234	 18 02 51.70	-23 02 34.07	  7.04234	 -0.35476	   0.79	     0.63	     86.8	4.914361e+02	FALSE	    11.49	    38.69	    11.75	    90.68	    135.0
 2CXO J180257.1-225420	 18 02 57.11	-22 54 20.15	  7.17195	 -0.30520	   0.84	     0.64	     62.3	3.798512e+02	FALSE	    10.52	    45.39	    16.72	    112.2	    137.8
 2CXO J180225.9-230013	 18 02 25.99	-23 00 13.42	  7.02771	 -0.24974	   0.32	     0.31	    102.9	8.120458e+02	FALSE	    10.55	    46.42	    10.28	    104.6	    141.6
 2CXO J180223.9-230419	 18 02 23.97	-23 04 19.25	  6.96449	 -0.27669	   0.56	     0.48	    139.2	6.342774e+02	FALSE	    12.39	    17.96	    7.971	    44.78	    139.6
 2CXO J123437.7+075843	 12 34 37.74	+07 58 43.81	290.41287	 70.44093	   4.32	     3.01	     88.4	1.920700e+02	FALSE	     8.62	    10.53	    9.714	    32.50	    1.660
 2CXO J123409.5+074223	 12 34 09.58	+07 42 23.15	290.23337	 70.15103	   0.30	     0.29	    179.2	1.598060e+03	FALSE	    14.81	    10.16	    5.182	    25.95	    1.630
 2CXO J203015.6+400030	 20 30 15.61	+40 00 30.80	 78.83589	  0.47208	   3.13	     2.28	     94.2	1.878222e+02	FALSE	     8.63	    32.03	    18.95	    88.28	    148.9
 2CXO J171830.9-382704	 17 18 30.99	-38 27 04.90	348.95930	 -0.49527	   0.35	     0.33	    127.8	9.376770e+02	FALSE	    13.18	    32.44	    12.36	    80.60	    151.1
 2CXO J171808.7-382604	 17 18 08.77	-38 26 04.33	348.93130	 -0.42629	   0.29	     0.29	     48.9	2.803343e+03	FALSE	    21.43	    74.74	    8.659	    159.5	    154.9
 2CXO J171833.1-382750	 17 18 33.10	-38 27 50.63	348.95287	 -0.50820	   0.33	     0.33	      0.0	1.353374e+03	FALSE	    16.50	    55.96	    9.868	    123.2	    150.4
 2CXO J171813.6-382517	 17 18 13.60	-38 25 17.96	348.95091	 -0.43176	   0.31	     0.31	     80.1	6.052857e+02	FALSE	    15.54	    8.833	    6.787	    25.24	    154.6
 2CXO J171723.7-383232	 17 17 23.80	-38 32 32.05	348.75870	 -0.36865	   2.50	     1.77	     46.5	1.757756e+02	FALSE	     7.92	    28.90	    14.90	    76.42	    157.8
 2CXO J181323.7-175040	 18 13 23.72	-17 50 40.21	 12.78422	  0.01431	   0.31	     0.30	    104.5	1.073995e+03	FALSE	    12.36	    158.1	    37.46	    359.9	    179.9
 2CXO J181259.1-175525	 18 12 59.18	-17 55 25.33	 12.66806	  0.06176	   0.79	     0.59	     60.4	4.628921e+02	FALSE	    10.97	    12.83	    11.97	    43.29	    179.3
 2CXO J181330.1-175110	 18 13 30.18	-17 51 10.06	 12.78922	 -0.01215	   0.30	     0.30	    158.6	8.744872e+02	FALSE	    12.51	     1818	    554.2	     4310	    179.7
 2CXO J181333.3-175855	 18 13 33.32	-17 58 55.62	 12.68166	 -0.08503	   0.67	     0.47	     18.9	9.388848e+02	FALSE	    14.74	    865.8	    286.2	     2080	    175.8
 2CXO J181346.4-175834	 18 13 46.43	-17 58 34.78	 12.71161	 -0.12785	   0.49	     0.39	     26.4	8.655967e+02	FALSE	    14.04	    19.69	    9.512	    50.16	    171.1
 2CXO J181335.1-174957	 18 13 35.17	-17 49 57.12	 12.81649	 -0.01984	   0.30	     0.30	    152.0	2.704742e+03	FALSE	    24.68	     1258	    159.2	     2701	    178.3
 2CXO J155939.4+552626	 15 59 39.44	+55 26 26.21	 86.21366	 46.01130	   2.93	     1.73	     70.9	2.873097e+02	FALSE	    10.78	    14.80	    10.64	    42.49	    1.340
 2CXO J160011.9+553943	 16 00 11.90	+55 39 43.17	 86.47398	 45.86269	   3.29	     1.41	     88.0	7.373016e+02	FALSE	    15.76	    8.968	    7.067	    25.90	    1.380
 2CXO J160100.7+552706	 16 01 00.79	+55 27 06.14	 86.13362	 45.82695	   0.35	     0.31	     48.4	8.234465e+02	FALSE	    11.25	    35.06	    14.46	    89.01	    1.350
 2CXO J160103.1+552712	 16 01 03.13	+55 27 12.01	 86.13311	 45.82119	   0.30	     0.29	     47.6	4.452149e+03	FALSE	    26.22	    60.70	    7.558	    129.6	    1.350
 2CXO J162046.2-513006	 16 20 46.27	-51 30 06.14	332.45893	 -1.05018	   0.30	     0.30	      0.0	1.659065e+03	FALSE	    20.36	    314.0	    64.71	    704.8	    176.5
 2CXO J162004.6-512724	 16 20 04.67	-51 27 24.42	332.41385	 -0.94229	   0.50	     0.34	     81.4	1.780606e+03	FALSE	    15.38	    67.64	    14.33	    152.4	    184.1
 2CXO J203557.2+421744	 20 35 57.24	+42 17 44.32	 81.31205	  0.97077	   0.44	     0.37	    119.0	2.621990e+03	FALSE	    20.40	    441.8	    59.60	    951.5	    137.2
 2CXO J203447.7+423156	 20 34 47.78	+42 31 56.22	 81.37326	  1.28367	   4.18	     2.52	     50.6	2.959751e+02	FALSE	    10.18	    55.52	    19.19	    138.5	    139.5
 2CXO J141648.8+530903	 14 16 48.90	+53 09 03.34	 97.42495	 59.54323	   0.33	     0.31	    175.6	1.563970e+03	FALSE	    11.36	    31.69	    15.19	    80.69	    1.270
