#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F7.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	likelihood	(E9.6)	Highest detection log likelihood across all stacked observations and energy bands	(master_source.likelihood)	[""]	[]
#Column	pileup_flag	(A5)	ACIS pile-up fraction exceeds ~ 10% in all observations; source properties may be affected	(master_source.pileup_flag)	[""]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	powlaw_nh	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum	(master_source.powlaw_nh)	["10^20/cm^2"]	[]
#Column	powlaw_nh_lolim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% lower confidence limit)	(master_source.powlaw_nh_lolim)	["10^20/cm^2"]	[]
#Column	powlaw_nh_hilim	(G9.4)	N_H column density of the best fitting  absorbed power-law model spectrum to the source region aperture PI spectrum (68% upper confidence limit)	(master_source.powlaw_nh_hilim)	["10^20/cm^2"]	[]
#Column	nh_gal	(G9.4)	Galactic N_H column density in direction of source	(master_source.nh_gal)	["10^20/cm^2"]	[]
name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	likelihood	pileup_flag	significance	powlaw_nh	powlaw_nh_lolim	powlaw_nh_hilim	nh_gal
 2CXO J020816.8+105617	 02 08 16.85	+10 56 17.45	151.56851	-47.61549	   0.50	     0.34	    116.5	4.105046e+02	FALSE	    10.28	    32.60	    17.15	    87.42	    6.180
 2CXO J020759.9+110550	 02 07 59.95	+11 05 50.82	151.37398	-47.50188	   1.04	     0.90	     40.0	2.343459e+02	FALSE	    10.22	    28.04	    23.74	    84.24	    6.220
 2CXO J020821.2+105939	 02 08 21.24	+10 59 39.33	151.55639	-47.55717	   0.30	     0.29	     91.4	7.265865e+02	FALSE	    13.65	    20.78	    12.02	    55.03	    6.240
 2CXO J020836.8+105735	 02 08 36.83	+10 57 35.41	151.66368	-47.56042	   0.44	     0.38	     88.0	3.714865e+02	FALSE	    10.52	    15.02	    12.90	    44.39	    6.280
 2CXO J020804.4+111423	 02 08 04.45	+11 14 23.61	151.30763	-47.36545	   1.69	     1.36	     43.6	4.529272e+02	FALSE	    12.38	    18.03	    8.125	    45.34	    6.360
 2CXO J020823.1+105952	 02 08 23.14	+10 59 52.72	151.56438	-47.55045	   0.29	     0.29	     99.0	9.264964e+02	FALSE	    13.00	    19.07	    11.30	    51.11	    6.250
 2CXO J020759.4+111749	 02 07 59.49	+11 17 49.15	151.24433	-47.32265	   3.51	     3.51	      0.0	2.314435e+02	FALSE	    11.30	    47.27	    21.09	    123.9	    6.380
 2CXO J020803.9+111558	 02 08 03.99	+11 15 58.17	151.28841	-47.34255	   5.48	     3.62	     23.8	7.410758e+01	FALSE	     5.94	    32.82	    27.13	    108.0	    6.380
 2CXO J020818.7+105313	 02 08 18.77	+10 53 13.11	151.61207	-47.65818	   0.40	     0.33	    105.9	2.551989e+03	FALSE	    26.50	    25.08	    6.042	    56.86	    6.160
 2CXO J020900.7+110728	 02 09 00.78	+11 07 28.38	151.68780	-47.36949	   1.20	     0.74	     72.9	1.441495e+03	FALSE	    23.54	    32.03	    18.75	    92.23	    6.520
 2CXO J020819.6+105743	 02 08 19.69	+10 57 43.10	151.56873	-47.58901	   0.29	     0.29	     79.4	7.187612e+03	FALSE	    34.29	    16.87	    3.463	    37.42	    6.210
 2CXO J020916.0+110612	 02 09 16.08	+11 06 12.36	151.78447	-47.36115	   5.20	     5.20	      0.0	6.946371e+01	FALSE	     4.86	    118.3	    65.87	    337.7	    6.580
 2CXO J020837.2+105646	 02 08 37.29	+10 56 46.79	151.67490	-47.57176	   0.47	     0.33	     89.7	1.015392e+03	FALSE	    16.48	    9.606	    5.568	    25.15	    6.270
 2CXO J020901.2+105918	 02 09 01.20	+10 59 18.75	151.77794	-47.49107	   1.04	     0.70	     72.7	2.627328e+02	FALSE	    11.30	    19.89	    16.41	    59.85	    6.410
 2CXO J020922.8+105931	 02 09 22.88	+10 59 31.78	151.89346	-47.44898	   2.75	     1.70	     69.5	2.226019e+02	FALSE	     9.38	    94.70	    30.97	    229.3	    6.510
 2CXO J020911.0+110020	 02 09 11.09	+11 00 20.61	151.82059	-47.45793	   0.64	     0.47	     77.5	1.053482e+04	FALSE	    53.25	    3.562	    2.964	    10.21	    6.470
 2CXO J020904.0+105728	 02 09 04.07	+10 57 28.05	151.81348	-47.51359	   0.63	     0.50	     60.2	1.211494e+03	FALSE	    22.45	    9.273	    7.061	    26.44	    6.400
 2CXO J020910.1+110612	 02 09 10.18	+11 06 12.44	151.75243	-47.37168	   2.88	     1.92	     15.3	3.014095e+02	FALSE	    13.50	    58.49	    25.58	    151.4	    6.550
 2CXO J083642.7+532838	 08 36 42.71	+53 28 38.16	164.81493	 36.96108	   0.31	     0.30	    127.3	3.368225e+04	FALSE	    65.57	    8.877	    1.196	    18.98	    3.570
 2CXO J004252.7-233227	 00 42 52.80	-23 32 27.62	 94.14005	-85.92501	   0.29	     0.29	      0.0	4.036667e+03	FALSE	    25.91	     2014	    366.9	     4444	    1.460
 2CXO J042908.2-534940	 04 29 08.20	-53 49 40.51	262.42203	-42.35224	   0.31	     0.30	    114.6	5.380960e+02	FALSE	    13.33	    5.462	    5.240	    16.60	    1.100
 2CXO J042831.3-534806	 04 28 31.31	-53 48 06.03	262.41210	-42.44642	   0.64	     0.41	    172.2	5.110872e+02	FALSE	    11.97	    57.07	    24.12	    142.4	    1.140
 2CXO J044156.0-025741	 04 41 56.06	-02 57 41.98	199.72979	-29.96604	   1.13	     0.77	     95.5	3.242455e+02	FALSE	    11.38	    22.66	    13.58	    62.52	    4.380
 2CXO J044050.7-025427	 04 40 50.73	-02 54 27.31	199.51921	-30.17484	   0.61	     0.37	     85.4	4.749630e+03	FALSE	    32.25	    4.983	    3.404	    13.56	    4.500
 2CXO J044043.1-030040	 04 40 43.14	-03 00 40.96	199.60512	-30.25396	   3.15	     2.73	     25.2	1.796777e+02	FALSE	    10.63	    29.25	    14.30	    76.19	    4.480
 2CXO J044136.3-030507	 04 41 36.37	-03 05 07.36	199.80678	-30.09861	   2.72	     2.72	      0.0	1.345047e+02	FALSE	     9.41	    38.09	    23.03	    103.0	    4.350
 2CXO J044138.9-025118	 04 41 38.95	-02 51 18.76	199.58231	-29.97479	   0.31	     0.30	     80.5	6.897866e+02	FALSE	    11.78	    70.29	    13.71	    155.7	    4.440
 2CXO J044211.2-025409	 04 42 11.26	-02 54 09.16	199.70692	-29.88175	   1.21	     0.76	     84.8	5.775109e+02	FALSE	    14.90	    13.36	    10.07	    38.38	    4.400
 2CXO J044132.9-025126	 04 41 32.96	-02 51 26.66	199.57017	-29.99749	   0.29	     0.29	    143.7	3.674781e+03	FALSE	    23.51	    59.92	    5.194	    125.4	    4.450
 2CXO J044122.6-025359	 04 41 22.69	-02 53 59.14	199.58798	-30.05567	   0.29	     0.29	     90.3	5.447074e+03	FALSE	    28.78	    8.275	    2.875	    19.55	    4.450
 2CXO J142315.5+235817	 14 23 15.56	+23 58 17.22	 29.38761	 69.08042	   0.47	     0.41	      9.7	1.249716e+03	FALSE	    14.66	    73.87	    15.50	    165.9	    2.460
 2CXO J142331.7+235156	 14 23 31.75	+23 51 56.22	 29.14094	 68.99548	   0.64	     0.53	     36.4	2.498291e+03	FALSE	    29.16	    25.51	    3.469	    54.68	    2.490
 2CXO J142349.1+234810	 14 23 49.19	+23 48 10.72	 29.01606	 68.91590	   3.80	     2.84	     41.2	1.406501e+02	FALSE	     6.91	    25.31	    15.45	    70.53	    2.520
 2CXO J142331.3+240909	 14 23 31.38	+24 09 09.10	 29.91974	 69.06358	   0.53	     0.43	    162.8	1.345490e+03	FALSE	    18.80	    7.892	    4.438	    20.54	    2.460
 2CXO J142351.4+240845	 14 23 51.49	+24 08 45.60	 29.95035	 68.98763	   0.48	     0.34	    110.0	1.040150e+03	FALSE	    15.90	    14.49	    5.181	    34.60	    2.490
 2CXO J142333.7+240247	 14 23 33.77	+24 02 47.64	 29.63710	 69.03048	   0.30	     0.30	     20.3	3.513527e+03	FALSE	    22.87	    141.4	    15.94	    300.8	    2.480
 2CXO J142242.1+235810	 14 22 42.15	+23 58 10.38	 29.29860	 69.20361	   2.93	     2.50	     68.9	2.503548e+02	FALSE	    10.52	    15.56	    10.95	    44.10	    2.410
 2CXO J142402.4+240614	 14 24 02.41	+24 06 14.99	 29.86316	 68.93769	   0.38	     0.33	    134.7	2.074437e+03	FALSE	    19.61	    8.226	    4.165	    20.90	    2.510
 2CXO J074525.8+380117	 07 45 25.88	+38 01 17.95	181.70822	 26.39260	   3.01	     2.35	     16.3	2.641296e+02	FALSE	     8.94	    33.79	    26.05	    100.6	    5.580
 2CXO J074434.4+374839	 07 44 34.49	+37 48 39.06	181.88627	 26.17468	   0.95	     0.48	     95.0	3.253145e+02	FALSE	    10.79	    36.53	    15.78	    93.89	    5.610
 2CXO J074416.3+375645	 07 44 16.39	+37 56 45.41	181.72364	 26.15254	   0.34	     0.34	    117.9	5.468488e+02	FALSE	    10.75	    426.7	    152.8	     1040	    5.620
 2CXO J074532.0+375604	 07 45 32.08	+37 56 04.03	181.80814	 26.38975	   4.61	     3.93	     61.2	6.663529e+01	FALSE	     4.78	    30.08	    24.54	    101.8	    5.560
 2CXO J074421.8+375259	 07 44 21.81	+37 52 59.16	181.79642	 26.15332	   0.30	     0.29	    111.3	1.250001e+03	FALSE	    14.79	    12.07	    6.944	    31.72	    5.630
 2CXO J074434.4+375645	 07 44 34.46	+37 56 45.30	181.74095	 26.20988	   0.35	     0.35	      0.0	3.526446e+02	FALSE	    10.91	    22.97	    17.68	    67.69	    5.620
 2CXO J074430.9+375816	 07 44 30.98	+37 58 16.11	181.71048	 26.20540	   0.38	     0.33	     37.1	1.577659e+03	FALSE	    19.94	    62.64	    11.49	    138.2	    5.630
 2CXO J074418.8+375046	 07 44 18.81	+37 50 46.39	181.83319	 26.13415	   0.37	     0.31	    106.4	7.114489e+02	FALSE	    12.68	    43.63	    16.61	    106.6	    5.630
 2CXO J074423.3+375514	 07 44 23.31	+37 55 14.63	181.75739	 26.16792	   0.30	     0.29	     78.4	4.170227e+03	FALSE	    25.21	    38.63	    8.649	    87.69	    5.640
 2CXO J074350.8+380125	 07 43 50.89	+38 01 25.25	181.61569	 26.09203	   1.66	     1.35	     21.7	1.692448e+02	FALSE	     8.88	    61.16	    22.99	    150.2	    5.550
 2CXO J074423.0+375845	 07 44 23.02	+37 58 45.35	181.69415	 26.18229	   0.53	     0.44	     49.1	3.411256e+02	FALSE	    10.49	    37.78	    20.62	    100.4	    5.630
 2CXO J074404.6+375257	 07 44 04.69	+37 52 57.44	181.78051	 26.09887	   0.33	     0.30	    142.7	7.758492e+02	FALSE	    12.91	    109.7	    31.05	    256.0	    5.620
 2CXO J074414.9+375645	 07 44 14.90	+37 56 45.69	181.72214	 26.14785	   0.30	     0.29	     24.1	2.808694e+03	FALSE	    22.26	    34.11	    10.21	    80.60	    5.620
 2CXO J074414.9+375656	 07 44 14.93	+37 56 56.77	181.71886	 26.14874	   0.29	     0.29	    115.4	6.916353e+03	FALSE	    32.02	    48.37	    12.74	    111.9	    5.620
 2CXO J074423.8+375428	 07 44 23.83	+37 54 28.77	181.77158	 26.16623	   0.29	     0.29	     74.4	8.707146e+03	FALSE	    34.08	    17.33	    3.277	    38.13	    5.630
 2CXO J074400.7+380450	 07 44 00.72	+38 04 50.47	181.56380	 26.13808	   3.65	     2.21	      4.9	3.846316e+01	FALSE	     7.55	    31.59	    15.67	    83.08	    5.510
 2CXO J074417.6+380219	 07 44 17.66	+38 02 19.55	181.62503	 26.18080	   0.98	     0.78	     58.8	1.963477e+02	FALSE	    10.15	    65.23	    34.65	    176.7	    5.570
 2CXO J074408.4+375841	 07 44 08.42	+37 58 41.37	181.68139	 26.13571	   0.51	     0.41	     25.0	4.465985e+02	FALSE	    12.53	    576.6	    117.6	     1294	    5.580
 2CXO J074421.0+375145	 07 44 21.01	+37 51 45.94	181.81751	 26.14544	   0.29	     0.29	    114.6	1.839687e+04	FALSE	    50.94	    11.78	    1.769	    25.40	    5.630
 2CXO J074506.2+375727	 07 45 06.23	+37 57 27.05	181.75872	 26.31365	   2.36	     1.10	     79.0	1.074782e+02	FALSE	     6.45	    84.40	    77.46	    305.5	    5.590
 2CXO J074412.3+375153	 07 44 12.35	+37 51 53.74	181.80688	 26.11854	   0.32	     0.30	    134.8	1.714811e+03	FALSE	    17.40	    18.28	    6.226	    43.33	    5.640
 2CXO J074502.9+374946	 07 45 02.93	+37 49 46.23	181.89344	 26.26991	   0.47	     0.40	     81.0	2.828277e+03	FALSE	    29.39	    6.004	    5.879	    18.47	    5.580
 2CXO J224108.7+610757	 22 41 08.75	+61 07 57.36	107.85599	  2.13394	   1.90	     0.96	      1.1	4.852410e+02	FALSE	    12.90	    34.78	    12.67	    85.77	    98.06
 2CXO J223934.6+610900	 22 39 34.63	+61 09 00.64	107.69851	  2.24059	   1.12	     0.76	     37.4	4.799590e+02	FALSE	    11.59	    263.7	    55.38	    591.8	    97.86
 2CXO J150714.3+560344	 15 07 14.37	+56 03 44.02	 92.33138	 52.22959	   0.31	     0.30	     87.1	9.022761e+02	FALSE	    10.67	    96.78	    30.24	    234.3	    1.440
 2CXO J140045.9-632545	 14 00 45.94	-63 25 45.98	310.59254	 -1.59353	   0.30	     0.30	    166.4	7.304703e+02	FALSE	    21.31	    235.6	    31.05	    507.1	    164.2
 2CXO J140045.7-632542	 14 00 45.70	-63 25 42.98	310.59234	 -1.59261	   0.29	     0.29	      0.0	1.144272e+04	FALSE	    56.35	    221.2	    10.99	    453.9	    164.3
 2CXO J013946.8-060005	 01 39 46.90	-06 00 05.98	153.65505	-65.94684	   0.46	     0.39	    149.1	1.016857e+03	FALSE	    14.10	    25.08	    10.76	    62.92	    2.970
 2CXO J150818.1-401726	 15 08 18.17	-40 17 26.12	329.35622	 15.45583	   0.29	     0.29	      4.8	1.702102e+03	FALSE	    14.43	    19.29	    7.600	    47.87	    6.360
 2CXO J030537.0+034125	 03 05 37.01	+03 41 25.53	174.56570	-45.30631	   0.77	     0.65	     42.1	5.635226e+02	FALSE	    11.85	    23.66	    10.82	    59.84	    8.720
 2CXO J222530.9+172537	 22 25 30.93	+17 25 37.13	 80.30694	-33.10623	   0.48	     0.36	     96.8	8.356092e+02	FALSE	    13.66	    11.43	    8.845	    32.87	    5.210
 2CXO J222546.5+172217	 22 25 46.56	+17 22 17.59	 80.32267	-33.18845	   0.31	     0.30	      4.5	9.024406e+02	FALSE	    12.35	    58.64	    15.87	    135.9	    5.210
 2CXO J222548.1+172327	 22 25 48.20	+17 23 27.14	 80.34328	-33.17757	   0.30	     0.30	     18.7	2.721419e+03	FALSE	    20.39	    16.95	    6.363	    40.86	    5.210
 2CXO J222523.5+171634	 22 25 23.57	+17 16 34.76	 80.16604	-33.20443	   2.09	     1.22	    124.8	2.330000e+02	FALSE	    10.33	    32.93	    13.98	    83.05	    5.180
 2CXO J222605.9+172144	 22 26 05.90	+17 21 44.95	 80.38717	-33.24401	   0.32	     0.31	    173.4	2.438205e+02	FALSE	     9.42	    28.47	    17.39	    77.82	    5.210
 2CXO J222528.9+171319	 22 25 29.00	+17 13 19.77	 80.14507	-33.26004	   1.92	     1.23	    131.2	3.044734e+02	FALSE	    11.21	    66.73	    21.31	    160.3	    5.180
 2CXO J222522.3+172120	 22 25 22.37	+17 21 20.88	 80.22169	-33.13986	   0.69	     0.57	    129.4	3.284653e+02	FALSE	    10.42	    30.38	    21.24	    86.70	    5.200
 2CXO J222539.5+172353	 22 25 39.59	+17 23 53.03	 80.31700	-33.15040	   0.31	     0.31	      0.0	1.424736e+03	FALSE	    15.33	    17.94	    8.254	    45.17	    5.210
 2CXO J222614.5+173203	 22 26 14.57	+17 32 03.42	 80.54843	-33.13226	   1.61	     0.75	      3.8	2.739990e+02	FALSE	     9.09	    37.35	    23.95	    104.9	    5.250
 2CXO J160759.9-385751	 16 07 59.93	-38 57 51.11	339.53970	  9.55390	   0.43	     0.32	     87.5	9.263769e+03	FALSE	    39.40	    26.86	    2.833	    56.68	    20.05
 2CXO J160834.5-390534	 16 08 34.55	-39 05 34.16	339.53359	  9.38341	   0.29	     0.29	      6.4	1.154211e+04	FALSE	    38.55	    45.64	    5.785	    97.88	    20.32
 2CXO J160834.3-390619	 16 08 34.39	-39 06 19.17	339.52455	  9.37464	   0.29	     0.29	      0.0	2.166051e+04	FALSE	    54.44	    26.59	    1.766	    55.01	    20.35
 2CXO J160842.7-390618	 16 08 42.73	-39 06 18.52	339.54460	  9.35634	   0.30	     0.29	    176.6	2.661050e+03	FALSE	    20.86	    32.16	    6.350	    71.84	    20.35
 2CXO J160828.4-390532	 16 08 28.44	-39 05 32.94	339.51920	  9.39717	   0.30	     0.29	      0.9	3.195571e+03	FALSE	    20.32	    20.66	    4.939	    46.64	    20.32
 2CXO J160827.7-390040	 16 08 27.75	-39 00 40.72	339.57381	  9.45793	   0.29	     0.29	    117.9	1.421659e+04	FALSE	    43.89	    18.42	    1.908	    38.82	    20.16
 2CXO J160817.3-390106	 16 08 17.36	-39 01 06.42	339.54396	  9.47571	   0.38	     0.31	     88.6	8.435225e+02	FALSE	    11.25	    52.01	    16.93	    127.1	    20.17
 2CXO J160854.2-390605	 16 08 54.27	-39 06 05.87	339.57462	  9.33336	   0.29	     0.29	    176.7	3.175076e+04	FALSE	    66.58	    22.31	    1.519	    46.17	    20.35
 2CXO J160901.8-390512	 16 09 01.85	-39 05 12.60	339.60299	  9.32737	   0.42	     0.36	     89.1	1.313676e+03	FALSE	    13.45	    29.77	    8.553	    69.69	    20.32
 2CXO J160801.6-391231	 16 08 01.70	-39 12 31.04	339.37484	  9.37133	   1.19	     0.96	     58.3	3.292315e+02	FALSE	    10.42	    78.76	    30.03	    197.2	    20.54
 2CXO J160822.4-390446	 16 08 22.47	-39 04 46.62	339.51385	  9.41974	   0.29	     0.29	     40.5	6.241259e+03	FALSE	    29.56	    53.34	    4.193	    111.1	    20.29
 2CXO J160849.3-390539	 16 08 49.39	-39 05 39.39	339.56806	  9.34953	   0.34	     0.33	    131.8	1.189906e+03	FALSE	    15.07	    36.54	    7.545	    81.46	    20.33
 2CXO J160711.5-390345	 16 07 11.50	-39 03 45.72	339.35529	  9.58867	   2.53	     2.23	     56.2	4.170486e+02	FALSE	    12.01	    34.05	    11.93	    82.61	    20.23
 2CXO J160833.3-390527	 16 08 33.30	-39 05 27.17	339.53195	  9.38758	   0.30	     0.29	      5.0	1.617759e+04	FALSE	    47.65	    17.35	    1.876	    36.65	    20.32
 2CXO J160835.7-390348	 16 08 35.76	-39 03 48.06	339.55692	  9.40223	   0.30	     0.29	    177.6	1.963637e+03	FALSE	    16.43	    57.67	    15.77	    133.8	    20.26
 2CXO J163829.0+295205	 16 38 29.05	+29 52 05.10	 50.27324	 40.54996	   0.97	     0.87	     44.6	5.924523e+02	FALSE	    13.20	    26.54	    12.82	    68.10	    2.530
 2CXO J163651.6+294053	 16 36 51.64	+29 40 53.27	 49.93877	 40.85758	   1.81	     1.67	    169.9	2.674176e+02	FALSE	    11.02	    12.52	    10.48	    37.43	    2.400
 2CXO J205707.2+435007	 20 57 07.29	+43 50 07.92	 84.93166	 -1.08096	   0.67	     0.56	    117.8	4.970357e+02	FALSE	    11.21	    37.19	    27.94	    117.8	    88.47
 2CXO J205823.2+435258	 20 58 23.29	+43 52 58.83	 85.11654	 -1.22317	   0.30	     0.30	     62.9	6.951642e+02	FALSE	    10.87	    54.58	    12.55	    123.7	    83.12
 2CXO J205855.7+440337	 20 58 55.71	+44 03 37.07	 85.31429	 -1.18079	   0.87	     0.67	     78.1	2.943738e+03	FALSE	    26.27	    82.25	    10.21	    175.8	    80.74
 2CXO J205708.4+434819	 20 57 08.47	+43 48 19.95	 84.91119	 -1.10317	   0.49	     0.33	     96.3	6.513172e+02	FALSE	    11.92	    470.8	    97.88	     1060	    88.18
 2CXO J205648.8+434640	 20 56 48.86	+43 46 40.08	 84.85174	 -1.07637	   0.31	     0.31	     16.1	9.110664e+02	FALSE	    12.40	    146.8	    27.80	    327.3	    89.25
 2CXO J205727.6+435625	 20 57 27.60	+43 56 25.36	 85.05098	 -1.05905	   2.27	     1.91	    149.9	2.612640e+02	FALSE	     9.86	    81.85	    24.39	    189.6	    87.63
 2CXO J205618.7+433908	 20 56 18.79	+43 39 08.41	 84.69750	 -1.08892	   0.68	     0.52	     31.6	4.244877e+02	FALSE	    11.12	    326.5	    64.35	    729.1	    90.30
 2CXO J205824.0+435354	 20 58 24.00	+43 53 54.58	 85.12966	 -1.21467	   0.30	     0.30	     40.9	2.066263e+03	FALSE	    15.97	    45.77	    8.473	    101.0	    83.08
 2CXO J205646.6+434602	 20 56 46.66	+43 46 02.48	 84.83951	 -1.07814	   0.30	     0.30	    104.9	1.114632e+03	FALSE	    12.61	    28.38	    9.096	    66.99	    89.32
 2CXO J205705.5+434044	 20 57 05.53	+43 40 44.84	 84.80937	 -1.17866	   0.36	     0.32	    175.3	1.144894e+03	FALSE	    14.93	    791.7	    160.0	     1789	    87.49
 2CXO J205656.5+434248	 20 56 56.54	+43 42 48.91	 84.81796	 -1.13568	   0.31	     0.30	    158.7	8.408079e+02	FALSE	    11.53	     1412	    517.3	     3470	    88.30
 2CXO J205722.3+435754	 20 57 22.38	+43 57 54.25	 85.05952	 -1.03108	   4.51	     3.34	    146.6	1.788277e+02	FALSE	     9.48	    50.09	    18.99	    124.3	    88.07
 2CXO J205701.6+434325	 20 57 01.60	+43 43 25.57	 84.83561	 -1.14064	   0.31	     0.31	      0.0	1.658314e+03	FALSE	    16.16	    285.2	    44.68	    621.4	    88.05
 2CXO J205603.7+434033	 20 56 03.77	+43 40 33.16	 84.68608	 -1.03919	   0.78	     0.61	     72.9	1.037611e+03	FALSE	    15.92	    9.944	    7.008	    27.79	    91.42
 2CXO J040526.7+380603	 04 05 26.74	+38 06 03.14	159.76448	-10.52634	   0.32	     0.30	     15.6	6.923507e+02	FALSE	    10.84	    110.2	    34.36	    260.6	    28.29
 2CXO J040536.3+380234	 04 05 36.36	+38 02 34.93	159.82797	-10.54743	   0.33	     0.31	     83.5	6.804086e+02	FALSE	    12.92	    57.46	    18.99	    137.7	    27.93
 2CXO J040544.8+381452	 04 05 44.89	+38 14 52.76	159.70746	-10.37789	   1.02	     0.90	     44.2	8.443094e+02	FALSE	    16.02	    39.02	    12.27	    92.54	    29.77
 2CXO J040619.6+380413	 04 06 19.63	+38 04 13.67	159.91498	-10.43087	   0.75	     0.59	     43.5	4.280155e+02	FALSE	    10.45	    76.93	    25.90	    185.6	    28.72
 2CXO J040517.4+380832	 04 05 17.45	+38 08 32.14	159.71318	-10.51653	   0.33	     0.32	     98.7	1.007542e+03	FALSE	    14.66	    77.04	    18.31	    175.7	    28.52
 2CXO J040526.8+381506	 04 05 26.85	+38 15 07.00	159.66061	-10.41502	   1.35	     0.92	      7.5	2.364595e+02	FALSE	     9.11	    80.24	    31.63	    201.1	    29.58
 2CXO J040549.2+380332	 04 05 49.23	+38 03 32.52	159.84848	-10.50701	   0.32	     0.31	    177.7	3.931068e+02	FALSE	    15.22	    57.85	    20.48	    142.5	    28.23
 2CXO J090032.1+204658	 09 00 32.15	+20 46 58.41	206.56884	 37.30843	   0.45	     0.33	     73.4	1.431496e+03	FALSE	    17.04	    12.75	    6.233	    32.44	    3.360
 2CXO J150130.1+225118	 15 01 30.19	+22 51 18.87	 31.93260	 60.30306	   0.38	     0.34	     52.9	2.526052e+03	FALSE	    21.37	    7.305	    4.140	    19.03	    3.500
 2CXO J033106.0+440327	 03 31 06.00	+44 03 27.76	150.85068	 -9.98962	   0.66	     0.54	    161.3	3.160685e+03	FALSE	    28.91	    15.79	    3.256	    35.03	    23.35
 2CXO J033102.5+434758	 03 31 02.51	+43 47 58.98	150.99398	-10.20587	   0.49	     0.38	     41.0	7.933333e+02	FALSE	    13.87	    59.16	    17.40	    140.8	    22.55
 2CXO J033016.6+434932	 03 30 16.63	+43 49 32.77	150.86437	-10.26449	   1.57	     1.30	     74.7	9.946155e+01	FALSE	     7.70	    39.55	    20.10	    104.9	    22.17
 2CXO J033018.0+435602	 03 30 18.01	+43 56 02.63	150.80424	-10.17370	   1.52	     0.86	     83.0	2.947986e+02	FALSE	     9.72	    111.1	    34.78	    264.8	    22.46
 2CXO J033118.3+435232	 03 31 18.37	+43 52 32.88	150.98856	-10.11625	   0.30	     0.29	     16.2	6.036598e+02	FALSE	    10.29	    38.33	    8.166	    85.61	    22.95
 2CXO J033142.5+434559	 03 31 42.55	+43 45 59.66	151.11316	-10.16285	   1.20	     0.93	     41.7	7.143199e+02	FALSE	    15.08	    79.82	    15.23	    177.6	    22.89
 2CXO J033112.3+433851	 03 31 12.39	+43 38 51.33	151.10834	-10.31248	   2.33	     2.33	      0.0	1.887043e+02	FALSE	    11.14	    18.92	    9.827	    49.83	    22.19
 2CXO J033131.4+435648	 03 31 31.45	+43 56 48.36	150.97916	-10.03567	   0.40	     0.35	     15.2	8.669566e+02	FALSE	    13.62	    16.67	    7.564	    42.00	    23.32
 2CXO J033120.7+434003	 03 31 20.78	+43 40 03.15	151.11750	-10.28154	   2.03	     1.39	     18.8	3.226671e+02	FALSE	    11.02	    29.39	    9.690	    70.23	    22.34
 2CXO J033122.1+435646	 03 31 22.19	+43 56 46.18	150.95654	-10.05231	   0.35	     0.31	    167.6	5.663544e+02	FALSE	    10.83	    35.05	    6.632	    77.43	    23.20
 2CXO J032948.1+434949	 03 29 48.18	+43 49 49.36	150.79068	-10.31009	   4.27	     2.63	     97.3	1.108969e+02	FALSE	     4.32	    28.87	    24.27	    92.65	    21.92
 2CXO J033050.7+435954	 03 30 50.73	+43 59 54.93	150.84761	-10.06432	   0.98	     0.71	     97.1	5.022242e+02	FALSE	    12.59	    21.84	    8.136	    53.14	    22.98
 2CXO J033044.9+435821	 03 30 44.92	+43 58 21.22	150.84850	-10.09562	   0.92	     0.49	     92.4	5.005657e+02	FALSE	    12.97	    68.63	    16.16	    156.8	    22.85
 2CXO J033136.6+434211	 03 31 36.67	+43 42 11.18	151.13606	-10.22477	   1.72	     1.24	     61.2	2.798374e+02	FALSE	    11.58	    18.78	    8.122	    46.92	    22.63
 2CXO J033143.7+433752	 03 31 43.79	+43 37 52.70	151.19626	-10.27067	  10.16	     8.45	     89.4	2.749281e+01	FALSE	     4.27	    66.25	    22.46	    163.3	    22.47
 2CXO J171437.5-340501	 17 14 37.56	-34 05 01.11	352.06595	  2.67425	   0.39	     0.33	     95.7	1.358934e+03	FALSE	    15.25	    28.89	    6.000	    64.55	    51.99
